source,link,date,grade,scoreType,text,upThumbs,totalThumbs,helpfulness
helladarionx,http://www.metacritic.com/user/helladarionx,"Jan 26, 2023",0,Negative,"Jogo feminista e lacrador, é essa nojeira e imundice de lacração do inicio ao fim. jogo insuportavel, nao existe mais 1 jogo decente sem essa imundice de feminismo e lacração",10,18,0.5555555555555556
DolphinReviews,http://www.metacritic.com/user/DolphinReviews,"Jan 26, 2023",0,Negative,"90$ for a game is insane. We can't let the industry get away with this predatory practice. 90$ for cringe 1 liners, no multiplayer, unstable frames and a garbage story. When this game was first announced I took 1 look and knew it would be dead on arrival. And I was right when as always. Every review I've written has been 100% right and factual and this one is no different. Forespoken should have remained unspoken (there's a look at the time of humor in the game).",10,18,0.5555555555555556
Mogmog000,http://www.metacritic.com/user/Mogmog000,"Jan 26, 2023",0,Negative,"The action is not exhilarating.No appealing characters or worldview.Parkour is half-hearted.",10,18,0.5555555555555556
Artor1us33,http://www.metacritic.com/user/Artor1us33,"Jan 26, 2023",0,Negative,This game feels like it was made by Mindy Kaling. Didn't expect much but still got disappointed,10,18,0.5555555555555556
youpeepee416,http://www.metacritic.com/user/youpeepee416,"Jan 25, 2023",1,Negative,It's the most flattering game I've ever played.................................................................,10,18,0.5555555555555556
raiden5,http://www.metacritic.com/user/raiden5,"Jan 26, 2023",0,Negative,"The magic is fun and beautiful, but thats it.... all other things in game sucks, the story is bad, the dialogues hilarious, the graphics average, the main character is indifferent, the world is empty. This game is like a bad teen feminine movie. Not worth buying.",5,9,0.5555555555555556
befahe,http://www.metacritic.com/user/befahe,"Jan 27, 2023",4,Negative,"Modo desempenho com travamentos e gráficos inferiores ao ps5, muita queda de frames TB.",5,9,0.5555555555555556
gersix123,http://www.metacritic.com/user/gersix123,"Jan 26, 2023",0,Negative,"horrível, essa parceria sony e square tá prejudicando a qualidade dos games. kd cma, ftc pra ver essa porcaria ai?",5,9,0.5555555555555556
borgaborga,http://www.metacritic.com/user/borgaborga,"Jan 27, 2023",0,Negative,bad opening for playstation this year. I was waiting for this game and wanted to play something cool with spells and open world but it is another generic marvel-dialog type game mixed with boring open world like ubisoft and bland cities and environments. don't buy.,5,9,0.5555555555555556
Joseafc1,http://www.metacritic.com/user/Joseafc1,"Jan 26, 2023",2,Negative,Una decepción completa!! Que reverenda basura. Es botar el dinero el juego no esta ni cerca de terminado. Una vergüenza ,5,9,0.5555555555555556
ofenderz0,http://www.metacritic.com/user/ofenderz0,"Jan 26, 2023",3,Negative,"It’s not a 0/10 and it sure as hell is not a 10/10. That being said, this game is garbage. From its mediocre combat, empty open world, poorly written and acted dialogue, and generic by the numbers storytelling. It’s the definition of a soulless husk made to make as much money as possible. I can’t even say the graphics are great, because there are open world games like Horizon: Forbidden West and Spider-Man (a last gen game) that looks leagues better than this game. I guess if there are things I do like is the parkour system and auto looting (which almost every game like this should have) and there are areas that genuinely good to look at. But that’s about it for me. The worst part is the talk surrounding this game so disingenuous that I’m honestly concerned about how low the bar for quality has gotten, if people can excuse utter garbage like this.",5,9,0.5555555555555556
Alissonzera,http://www.metacritic.com/user/Alissonzera,"Jan 27, 2023",3,Negative,"Depois que inventaram atualização, jogo bosta igual esse é normal na comunidade. Feito pelas coxas e empurrado a 350 para otario",5,9,0.5555555555555556
Xzavinh,http://www.metacritic.com/user/Xzavinh,"Jan 27, 2023",0,Negative,"Very bad game, low FPS, low graphics, bad storywriting, bad acting... The map is Full of emptyness and the combat sucks. 0/10",5,9,0.5555555555555556
HideoHoward,http://www.metacritic.com/user/HideoHoward,"Jan 27, 2023",1,Negative,This game is so terrible. It's an impudence that you have to pay $70 for it.,5,9,0.5555555555555556
GeneraI,http://www.metacritic.com/user/GeneraI,"Jan 27, 2023",4,Negative,"I make this quick :Story 0/10 : WTF?Characters 1/10 : stupid characters, the girl is so annoying and every time that bracelet keep talking **** and nonsenseWorld 1/10 : dead world.Graphics 2/10 : so demanding and very poor graphics.Gameplay 6/10 : the combat was good at the start and I enjoyed it, but after a while it got boring. What the **** is wrong with the magic nails, the only good thing I find is parkour.",5,9,0.5555555555555556
fa_peppe,http://www.metacritic.com/user/fa_peppe,"Jan 27, 2023",1,Negative,ONE just because I liked the trailer and the game doesn't looks like the trailer,5,9,0.5555555555555556
Brysonsage,http://www.metacritic.com/user/Brysonsage,"Jan 27, 2023",0,Negative,"Because of the incessant shilling and consensus manufacturing proclaiming this game to be a masterpiece I begrudgingly decided to play through this game.  What a disaster. The writing was abysmal, cringe-worthy garbage.  The gameplay was stale and boring.   The story was unremarkable and the lead character frey was completely unrelateablel, unlikable, and off putting. The only reason I didn't stop playing was to watch  the absolute train wreck of a disaster unfold. Ultimately this playthrough just re-enforced that the marketing and online dialog leading up to release was in fact a propaganda campaign as this game was beyond terrible and insulting as a consumer.",5,9,0.5555555555555556
yersinia666,http://www.metacritic.com/user/yersinia666,"Jan 25, 2023",0,Negative,"Frey is intensely unlikable and stupidThere are some embarrassing examples of amateurish lightingObvious recycled assets become distractingRotten with tedious Ubisoft-like open-world design philosophyThere are many aspects of the lore that are unbelievable",12,22,0.5454545454545454
Arturos,http://www.metacritic.com/user/Arturos,"Jan 25, 2023",0,Negative,"this game is so cringe the only good thing in the game is homer the cat, the main character is worse than some NPCs the game is a badly finished clone of ff15, we have an open world but there's nothing explore there's just one city that's all.",12,22,0.5454545454545454
SyalDyzenPlay,http://www.metacritic.com/user/SyalDyzenPlay,"Jan 25, 2023",3,Negative,"El juego me pareció increíble al principio, todo lo que nos iban mostrando era asombroso, sin embargo mi ceja se levantó con dudas, cuando no permitieron que la prensa hiciera un review antes del lanzamiento, luego del mal sabor de boca en la demo que YO JUGUÉ con entusiasmo, pero que me llevé una decepción con esa resolución, bajones de fps gráficos de Assasins screed unity, de más de 10 años atrás, y al salir y jugarlo estaba super mal optimizado, gráficos con downgrade... historia insípida, mal elaborada que se siente como si no encajara, genérica, vaya... incluso los ataques y poderes eran un poco similares entre si y la IA de los enemigos muy básica, así que la calificación es bien merecida, es un desastre, Primer juego del 2023 AAA que es un truño hecho con las Nalg@s, si es que mejora en algún momento subiré mi calificación y cambiaré mi comentario solo editando y agregando los cambios, espero que Sony traiga cosas mejores, por que como consumidor y usuario de Playstation que soy, me siento más atraído con lo que veo que Xbox está trayendo.",12,22,0.5454545454545454
TruthSayer2018,http://www.metacritic.com/user/TruthSayer2018,"Jan 25, 2023",1,Negative,"Even though 2023 just started, I can see this being the biggest flop of the year, especially considering the aspirations that SQEX had regarding their ""new"" internal AAA studio.Apart from sometimes dated visuals and a plethora of confusing design choices, the worst part of the game by far is the writing and more precisely, the narrative design. While the English localization can also only be described as a botched job, the original lines are so horrific that whoever was in charge of this should be fired immediately. I can only imagine that they used someone with no talent AND no experience in that field, otherwise this cannot be explained.I hope Luminous Productions goes the way of the dodo.",12,22,0.5454545454545454
madmad90,http://www.metacritic.com/user/madmad90,"Jan 26, 2023",0,Negative,One of the worst games i have ever played. Ps2 graphics ,6,11,0.5454545454545454
funyunknight,http://www.metacritic.com/user/funyunknight,"Jan 27, 2023",0,Negative,I wanted to like this but I couldn’t get past the cheesy dialogue and boring combat. Hope this studio can recover from this and learn from their mistakes as I think there’s a lot of talented people there.,6,11,0.5454545454545454
ScyryuS,http://www.metacritic.com/user/ScyryuS,"Jan 27, 2023",0,Negative,"Bad graphics, not as impressive as other next-gen gamesAwful story, lip syncing and dialogueToo much unnecessary parkourThe environment is boringCut-scenes are abrupt, have texture loading problems and not well madeBad UIOverpriced",6,11,0.5454545454545454
WayTooBad,http://www.metacritic.com/user/WayTooBad,"Jan 26, 2023",0,Negative,no idea why it runs like crap with those awful graphics. the protagonist is mean and unlikable for no reason.,6,11,0.5454545454545454
TNTNitro,http://www.metacritic.com/user/TNTNitro,"Jan 27, 2023",0,Negative,The game suffered a huge graphical downgrade. 720p 30fps is no longer acceptable in 2023. Character animations are weird.,6,11,0.5454545454545454
Soki5222,http://www.metacritic.com/user/Soki5222,"Jan 27, 2023",0,Negative,"ugly and annoying main character, stupid story and boring gameplay…The game is bad, ugly and unbearable.",6,11,0.5454545454545454
Marshales,http://www.metacritic.com/user/Marshales,"Jan 26, 2023",0,Negative,É UM LIXO! Não sei como alguém pode ter coragem de pagar tão caro em um jogo desses,6,11,0.5454545454545454
crab_stix,http://www.metacritic.com/user/crab_stix,"Jan 26, 2023",0,Negative,"One of the most un-likable characters I've seen written in a videogame, lol.",6,11,0.5454545454545454
Jochetw,http://www.metacritic.com/user/Jochetw,"Jan 27, 2023",0,Negative,"como nos han engañado con este juego, vaya mal gasto de tiempo y de dinero. No merece la pena tanto esfuerzo.",6,11,0.5454545454545454
Ozef,http://www.metacritic.com/user/Ozef,"Jan 27, 2023",0,Negative,"boring gameplaypoorly optimizedthe story is so lamegraphics is not next genempty worldsPS : dont buy this crap game wait for sale!",6,11,0.5454545454545454
ThorCarmine,http://www.metacritic.com/user/ThorCarmine,"Jan 27, 2023",0,Negative,"Forspoken is a worse version Infamous in a nutshell. I would not recommend spending $70 on this crap, the open world was massively boring for me. This game is not engaging whatsoever, and the combat is mediocre at best.",6,11,0.5454545454545454
Masterchief12,http://www.metacritic.com/user/Masterchief12,"Jan 27, 2023",0,Negative,احمقانه ترین بازی هست که برایش پول دادم محیط های خالی و مشکلات کتمان ناپذیر در گیم پلی از بازی انحصاری سونی انتظار بیشتری داشتم,6,11,0.5454545454545454
solaire7564,http://www.metacritic.com/user/solaire7564,"Jan 26, 2023",0,Negative,"Whatever few positive points I can find to say about this game (the traversal can be satisfying, especially later on as more movement abilities open up) are swallowed up in totality the cloud of Forspoken’s mediocre graphics, disturbingly bad writing, and shallow combat. An absolute disaster of a game with a particularly",6,11,0.5454545454545454
alissonkratos7,http://www.metacritic.com/user/alissonkratos7,"Jan 26, 2023",3,Negative,Simplesmente um desrespeito aos gamers e a tecnologia de hoje em dia! Trabalho muito porco e de preço muito alto aqui no Brasil.,6,11,0.5454545454545454
OCDgamet,http://www.metacritic.com/user/OCDgamet,"Jan 27, 2023",0,Negative,Definitely a garbage garbage and this developer will end up bankrupt putting games like this out,6,11,0.5454545454545454
r2lopes1,http://www.metacritic.com/user/r2lopes1,"Jan 27, 2023",0,Negative,"Very bad. A lot of bugs, does not have great graphics. I strongly recommend you to not buy this",6,11,0.5454545454545454
Vietnguyen,http://www.metacritic.com/user/Vietnguyen,"Jan 25, 2023",0,Negative,"Visually stimulating and a musical delight, but boring combat, poor characterization, and loose movement mechanics make for a mediocre experience.",13,24,0.5416666666666666
DandyCrow,http://www.metacritic.com/user/DandyCrow,"Jan 25, 2023",0,Negative,"Cringe and super-cringe is not nearly enough to describe this cringe pile of cringe s*it! This is what happens when you suddenly decide to appeal to a ""gLoBaL AuDiEncE"" that, (un)ironically, doesn't even exist!",14,26,0.5384615384615384
Anar-9999,http://www.metacritic.com/user/Anar-9999,"Feb 11, 2023",0,Negative,"Major flaws of this game:> outdated open world design> empty world only made big to pretend there is scopeoutdated graphics (early PS4 era> repetitive gameplay> atrocious writing> horrible narrative design",7,13,0.5384615384615384
danktush,http://www.metacritic.com/user/danktush,"Jan 25, 2023",7,Mixed,I really do not know how to feel about this game. I feel hot and cold towards it... That is all,7,13,0.5384615384615384
Dannymaster,http://www.metacritic.com/user/Dannymaster,"Jan 26, 2023",3,Negative,"350 Reais em um jogo mal otimizado. Você só joga melhor se tiver uma tv com VRR. Os gráficos não são de nova geração, ultrapassados até. A iluminação é porca e até inexistente em certos pontos. Ambient occlusion horrível. Resolução cai demais as vezes e a textura das rochas e partículas são muito inferiores.A história é clichê e diálogos sofríveis. Mundo morto e sem vida.",7,13,0.5384615384615384
Savagemanu92,http://www.metacritic.com/user/Savagemanu92,"Jan 26, 2023",1,Negative,Forspoken is not it. Graphics look fuzzy and the sky is way to bright. It's time for square enix to go back to the basics,8,15,0.5333333333333333
vigilanteOito8,http://www.metacritic.com/user/vigilanteOito8,"Jan 26, 2023",1,Negative,"Desde o primeiro teaser que já sabia que esse jogo não faria sucesso.Porém não sabia que iria vir com tantos problemas.A Square Enix vem errando bastante nos ultimos anos.Espero que depois desse grande erro, A Square volte a lançar games bons como antigamente.",8,15,0.5333333333333333
DeathStranding5,http://www.metacritic.com/user/DeathStranding5,"Jan 26, 2023",0,Negative,"Ce jeu, c'est un accident industriel de la part de square. Je refuse de croire que ce jeu à un budget AAA, c'est impossible ya rien qui va. Graphismes inférieur à FF15 (leur ancien jeu sorti sur la génération D'AVANT) musiques en boucle générique, l'histoire n'est pas intéressante DU TOUT, l'open world est vide mon dieu j'ai jamais vu ça, et surtout, surtout... LE RYTHME !!! Les deux premières heures de jeu c'est n'importe quoi hein vous prenez le contrôle du perso pendant 10-20 secondes, puis cinématique, puis blabla entre Frey et Krav, puis on reprend le contrôle pendant 20 seconde, et on recommence... Et aussi la mise en scène d'un ancien monde... Je n'arrive vraiment pas à croire que ce truc à été créé par square Enix, nan vraiment je refuse de le croire, ya quelqu'un qui a saboté le développement c'est obligé. Le tout servi frois à 80€.",9,17,0.5294117647058824
Freebird7887,http://www.metacritic.com/user/Freebird7887,"Jan 25, 2023",0,Negative,"En PC no merece la pena, es un port que pide un pc muy potente para tener unas texturas de juegos de hace años con fps muy bajos. Tal como está ahora me a parecido poco menos que injugable.",11,21,0.5238095238095238
Fatmandu,http://www.metacritic.com/user/Fatmandu,"Jan 25, 2023",0,Negative,They should have made the main character wear less clothes then the game would be more fun to play,13,25,0.52
MinePlay512,http://www.metacritic.com/user/MinePlay512,"Jan 25, 2023",5,Mixed,Square Enix should be doing much better than this. Because this game is another disappointment of their and that will not help it's record,6,12,0.5
Dom007,http://www.metacritic.com/user/Dom007,"Jan 27, 2023",0,Negative,"Terrible game. Awful protagonist, awful dialogue, awful open world and boring repetitive combat. Woke garbage.",6,12,0.5
TheLiveCoach,http://www.metacritic.com/user/TheLiveCoach,"Jan 26, 2023",3,Negative,"Quite obviously a Square Enix attempt to capitalise on the social justice warrior extremism in European and American markets, going all in out rather woke indoctrination and very skinny on anything else. The story is incredibly simple, numb, generic, PG8 and below at best. Most of it is told in lore pages rather than dialogue, yet the game is absolutely overflowing with cringe, horrible dialogue that you will quickly disable in the settings and still find annoying. The open world is empty, non-interactive, the NPCs, story characters and even the main protagonist are forgettable and very hard to connect to. Frey, the lead, is particularly toxic, unlikeable and absolutely tragic to play with because you more or less would prefer to let her fail in the mission, the objective, the story.. Judge should have given her a sentence in jail and spared us all the agony of this game. Combat had some potential, as did traversal, but it was implemented through a non-intuitive control scheme and experiences constant interruptions to change up spells. If only we could have assigned our favorite spells to certain buttons, had a dodge that wasn't pre-determined and the combat was a ton more fluid, it would have helped stomaching all the rest of the garbage. All in all, there's very little positives to find. The game simply isn't good, it ruined it potential and was released too early. Perhaps with a writing time that wasn't clearly imported from the left extremists kind to write your typical strong black woman victim overcomes it all narrative, it could have been a good game. At the current moment, I'd price it around the same as this review score: 3 bucks. That's what you're getting for it. This being a triple A at 80 bucks is a total disgrace.",5,10,0.5
Keav,http://www.metacritic.com/user/Keav,"Jan 27, 2023",0,Negative,"Que es esto seguimos en 2009, este juego es una vergüenza un exclusivo que ni siquiera vale la pena, gráficas malas resolución de 720p y baja tasa de ftps, realmente mal.",4,8,0.5
100Guides,http://www.metacritic.com/user/100Guides,"Jan 27, 2023",7,Mixed,"After playing the game for about 90 hours and finishing 100% of the game I can say that it's not the BEST game in the world, however there is no need to get on the hate train blindly and you should give it a go if you are going in to it with low expectations (you may just like it a little more than you think). The story is short (my 3rd playthrough only lasted 4 hrs, however I was skipping every cutscene since I watched them all in my first playthrough) but personally I liked the writing and I think that if it was much longer the story would not have been as good. The graphics are ok, not anything special but not bad. The effects for some magic elements look cool but thats about it. The combat can be VERY boring at the start, however once you beat a few of the main story bosses, allowing you to combine more types of magic it gets more fun. Also playing against some of the stronger open world bosses on hard can be a challenge and fun to learn. As far as the normal enemies the combat can look cool as you blast through them but gets a little boring when there are a little too long. Moving through the massive open world is by far the best aspect of the game. The movement and speed is really smooth and fun. Exploration is just ""ok"".  The upgrades, cloaks, nails, etc... you get are good and useful, however the activities can get a little repetitive (if you are going for 100% at least). Also I kind of wish everything did not appear on the map once you get close, since in my opinion it takes away some of the magic of exploring and finding something cool. So yeah... not the best game in the world but nowhere near as bad as the hate train makes it sound.",4,8,0.5
S4l4mander,http://www.metacritic.com/user/S4l4mander,"Jan 28, 2023",1,Negative,"Just a generic game, story is bad, characters are boring and the main character with that cuff are impossible to like",3,6,0.5
MorganCrimson,http://www.metacritic.com/user/MorganCrimson,"Jan 26, 2023",0,Negative,"Terrible game, pitiful graphics, cringe humor.. Plasytation is losing its way to please the woke minority",3,6,0.5
HadesSnakeson80,http://www.metacritic.com/user/HadesSnakeson80,"Jan 29, 2023",1,Negative,"What a disappointment this game is. Clearly an attempt to make a fool of the consumer, promising one thing and delivering a much worse product in all respects.",3,6,0.5
Bossdondon,http://www.metacritic.com/user/Bossdondon,"Feb  6, 2023",0,Negative,"Unlikable character, lifeless world, cringe writing, generic title that the world don't need.",2,4,0.5
MKY,http://www.metacritic.com/user/MKY,"Feb  5, 2023",0,Negative,"don't waste your time on it, just skip it enteirly there is plenty of good games out there",2,4,0.5
Kinsnius,http://www.metacritic.com/user/Kinsnius,"Jan 30, 2023",0,Negative,"Juego aburrido que tiene gráficos de ps3 y tiene mas niebla que el polo norte, un exclusivo de sony que es una completa decepción.",2,4,0.5
Tinman19,http://www.metacritic.com/user/Tinman19,"Jan 30, 2023",0,Negative,The dialog is the worst part of the game. Frey's personality is dead. That is not how you write teen angst. The magic effects are pretty. The game play is mediocre all the voices feel out of placeThe game needed more work i wish they released it w it was ready,2,4,0.5
Marcologie,http://www.metacritic.com/user/Marcologie,"Feb  6, 2023",0,Negative,"C'est très mauvais. Un jeu complétement vide et qui mérite amplement sa mauvaise note. L'histoire n'a rien d'intéressant..",2,4,0.5
AntonioVivaldi,http://www.metacritic.com/user/AntonioVivaldi,"Jan 30, 2023",0,Negative,"Playing this vulgar hood rat is a chore. Visually garbage, boring and insulting to the everyone,woke trash. Avoid at all cost, like plague.",2,4,0.5
Witizan,http://www.metacritic.com/user/Witizan,"Feb  6, 2023",0,Negative,"Forspoken es un juego con una buena historia, a pesar de varios clichés, pero que termina teniendo giros argumentales sorprendentes. La jugabilidad, aunque difícil de dominar al 100%, es muy dinámica en el combate y quizá sea éste su punto fuerte.Todo lo contrario de su mundo abierto. Un mundo muerto, vacío y realmente aburrido en el que solo destaca la abrumadora cantidad de coleccionables de diversos tipos y que realmente no suponen un beneficio para el desarrollo del personaje. Recomendable únicamente si su precio baja o está de oferta, no vale lo que cuesta.",2,4,0.5
Pizarrator,http://www.metacritic.com/user/Pizarrator,"Jan 30, 2023",1,Negative,"Este juego tiene fallos por todos sitios. Desde la niebla que tapa el mapeado para que no veas como aún no están cargadas las texturas, hasta las caras de la protagonista. Bajadas horribles de Fps, IA ausente, y gráficos que dejan mucho que desear.PD. La versión de PC te pide como MÍNIMO una RTX 4090 hahaha",2,4,0.5
Kissedbyfire85,http://www.metacritic.com/user/Kissedbyfire85,"Jan 30, 2023",7,Mixed,"If u just skip all the really bad-designed subquests/secondary objectives and u focus on the main game you'll have a decent game with a super cool combat system.The first 6-7 hours are really boring tho...this could be so much better, sometimes you feel like you're testing an alpha version of the game since there are many things that are just roughed.This hate is nonsense btw.",2,4,0.5
Minask,http://www.metacritic.com/user/Minask,"Feb  6, 2023",1,Negative,The only good about this game is the theme song. ………………………………………………………………..,2,4,0.5
NEO2121,http://www.metacritic.com/user/NEO2121,"Jan 30, 2023",2,Negative,"Mejor compran un año de playstation plus el juego no es nada de lo visto en los avances, quiero mi reembolso.",2,4,0.5
DongNiko,http://www.metacritic.com/user/DongNiko,"Jan 29, 2023",3,Negative,"Another illustration of ""go woke, go broke"" It is just a shame that Square Enix spent time and money on this trash...we could have had FF16 or Rebirth sooner",2,4,0.5
ClarkClarkson,http://www.metacritic.com/user/ClarkClarkson,"Jan 30, 2023",1,Negative,"A little bird told me that Square Enix asked Marketing staff, translators, testers etc. from abroad (because they can write in English, their Japanese staff can't) to pad the user review score average by posting 10/10 reviews here. Didn't help much, it seems, but still a pathetic attempt. Pretty much like the game itself.",2,4,0.5
KarlFos93,http://www.metacritic.com/user/KarlFos93,"Jan 29, 2023",5,Mixed,"Rated it a 5. It’s not a BAD game but by no means is it a GOOD game.- The plot is bare bones and short, with some VERY obvious plot twists.- There’s sections where you literally walk a few steps. It just takes away from the immersion when it could have been avoided entirely.- There are TOO MANY sections where all you do is walk slowly towards something. The pacing sucks.- The Magic Parkour starts feeling ok but then you realise 80% of the skills for parkour - some of which you have to go uncover yourself instead of inherit - are literally just “jump higher” skills. - The combat feels poor at first but gets better as you unlock it, however some of the fights are ridiculously unfair, with minions swarming you and 1 hit kills everywhere that you can’t avoid because of the camera angles.- It’s Aesthetically impressive.Definitely buy it if it’s on sale - do not pay full price.",2,4,0.5
dancefoxks,http://www.metacritic.com/user/dancefoxks,"Jan 29, 2023",2,Negative,"Combat system was kind of ok, i guess... So, Forspoken, here is your 2 out of 10",2,4,0.5
Bebegio,http://www.metacritic.com/user/Bebegio,"Jan 30, 2023",4,Negative,"Juego de mala calidad, pésimas gráficas, poca innovación, muy genérico.",2,4,0.5
Kutxal,http://www.metacritic.com/user/Kutxal,"Jan 30, 2023",2,Negative,"There is a basis of respect towards users that must exist yes or yes, and that is that you cannot show a product and then sell a different one. This game is not finished, it has good ideas, but it is unfinished and it shows, in the depth of its open world and in how broken the combat mechanics are, it is not a satisfactory game and it is entertaining only the first hours until when you You realize all your shortcomings.",2,4,0.5
ruzux14,http://www.metacritic.com/user/ruzux14,"Jan 30, 2023",0,Negative,"FORSPOKEN (Inglés)  significa ABANDONADO (Español).Literalmente, los estudios de Square Enix habrán quedado abandonados durante el desarrollo depatético videojuego.ES UNA BASURA GRAFICAMENTE.Gráficos de PS3, caretos de los personajes del videojuego de plantar un SETO en medio de la nada, de estar estreñidos.LOS DIALOGOS, ESCRITROS POR NIÑOS...El dialogo 3 resulta mierdoso, da vergüenza ajena, han intentado copiar de alguna manera nefasta a los diálogos y al humos de HIGH ON LIFE, que es un juego que realmente si cumple las expectativas, y si es un VIDEOJUEGOS, el FORSPOKEN NO ES UN VIDEOJUEGO, es una BASURA CON MOTOR GRAFICO DE PS3 Y no me hagais seguir hablando. Un 0/0 ni de pena.",2,4,0.5
Salamanders,http://www.metacritic.com/user/Salamanders,"Jan 30, 2023",0,Negative,"Clunky gameplay, annoying main character, lame menus/fonts, and I’m so glad I tried the demo and didn’t waste my money on this dumpster fire.",2,4,0.5
Dyna_1,http://www.metacritic.com/user/Dyna_1,"Jan 31, 2023",0,Negative,"Graphics look like a mod for Gothic 3 or some other outdated medieval rpg.Main characters are absolutely dislikeable.Story is bland.Musik sounds like being taken from a soundpool library for ""medieval magic"" and is forgettable.It feels like a poor try to fit Narnia into something woke....Better to waste money on something else.",2,4,0.5
Rpgcrow,http://www.metacritic.com/user/Rpgcrow,"Jan 31, 2023",1,Negative,"Honestly a garbage game with a boring gameplay loop of keeping distance; shooting pea shooter attacks, dodge, rinse and repeat.Writing is dreadful Square Enix really dropped the ball here.This game should of been better but sadly it just isn't andnit honestly deserves all the hate it got.Coming from a fan square Enix, do better",2,4,0.5
jonvontapett,http://www.metacritic.com/user/jonvontapett,"Feb  1, 2023",10,Positive,Just finished and I got to say I loved everything about it. Sure it’s not perfect but damn hope they make a 2,2,4,0.5
TIMI_GAMER,http://www.metacritic.com/user/TIMI_GAMER,"Feb  1, 2023",10,Positive,"Neues Lieblingsgame auf PS5.Die Zauber sehen mega gut aus und die Leere Welt wie alle sagen ist voll mit Kisten und die ""leere"" muss da sein, dass die Parkour Fähigkeiten funktionieren, sonst wäre es nicht so smooth.",2,4,0.5
Inen,http://www.metacritic.com/user/Inen,"Feb  2, 2023",1,Negative,Forspoken's dialogues give me stage 3 cancer. I'd rather eat an expired banana coverd in dunkey piss.,2,4,0.5
Digul,http://www.metacritic.com/user/Digul,"Feb  3, 2023",0,Negative,"Boring gameplay. Nothing new. Everything badly copied from anywhere. And the main character, for some reason all the time curses like a juvenile idiot. Although why ""like""?",1,2,0.5
ShaoTairo,http://www.metacritic.com/user/ShaoTairo,"Feb  4, 2023",0,Negative,Dont even buy it on a 90% off sale.  They should be paying you to play this crap.Not much hope from SE for FFXVI after seeing what came out of project A.,1,2,0.5
